Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Bulgaria","Temperature change","August","2011","°C","1.417"
"Temperature change","Bulgaria","Temperature change","August","2012","°C","2.878"
"Temperature change","Bulgaria","Temperature change","August","2013","°C","2.484"
"Temperature change","Bulgaria","Temperature change","September","2000","°C","0.042"
"Temperature change","Bulgaria","Temperature change","September","2001","°C","0.964"
"Temperature change","Bulgaria","Temperature change","September","2002","°C","-0.331"
"Temperature change","Bulgaria","Temperature change","September","2003","°C","-0.57"
"Temperature change","Bulgaria","Temperature change","September","2004","°C","0.489"
"Temperature change","Bulgaria","Temperature change","September","2005","°C","0.565"
"Temperature change","Bulgaria","Temperature change","September","2006","°C","0.689"
"Temperature change","Bulgaria","Temperature change","September","2007","°C","-0.448"
"Temperature change","Bulgaria","Temperature change","September","2008","°C","-0.216"
"Temperature change","Bulgaria","Temperature change","September","2009","°C","0.869"
"Temperature change","Bulgaria","Temperature change","September","2010","°C","0.974"
"Temperature change","Bulgaria","Temperature change","September","2011","°C","3.344"
"Temperature change","Bulgaria","Temperature change","September","2012","°C","2.745"
"Temperature change","Bulgaria","Temperature change","September","2013","°C","0.362"
"Temperature change","Bulgaria","Temperature change","October","2000","°C","0.513"
"Temperature change","Bulgaria","Temperature change","October","2001","°C","2.3"
"Temperature change","Bulgaria","Temperature change","October","2002","°C","0.407"
"Temperature change","Bulgaria","Temperature change","October","2003","°C","-0.477"
"Temperature change","Bulgaria","Temperature change","October","2004","°C","2.15"
"Temperature change","Bulgaria","Temperature change","October","2005","°C","-0.091"
"Temperature change","Bulgaria","Temperature change","October","2006","°C","1.598"
"Temperature change","Bulgaria","Temperature change","October","2007","°C","0.592"
"Temperature change","Bulgaria","Temperature change","October","2008","°C","1.401"
"Temperature change","Bulgaria","Temperature change","October","2009","°C","1.119"
"Temperature change","Bulgaria","Temperature change","October","2010","°C","-1.584"
"Temperature change","Bulgaria","Temperature change","October","2011","°C","-1.042"
"Temperature change","Bulgaria","Temperature change","October","2012","°C","3.349"
"Temperature change","Bulgaria","Temperature change","October","2013","°C","0.643"
"Temperature change","Bulgaria","Temperature change","November","2000","°C","2.739"
"Temperature change","Bulgaria","Temperature change","November","2001","°C","-1.293"
"Temperature change","Bulgaria","Temperature change","November","2002","°C","1.467"
"Temperature change","Bulgaria","Temperature change","November","2003","°C","0.734"
"Temperature change","Bulgaria","Temperature change","November","2004","°C","0.581"
"Temperature change","Bulgaria","Temperature change","November","2005","°C","-1.386"
"Temperature change","Bulgaria","Temperature change","November","2006","°C","0.014"
"Temperature change","Bulgaria","Temperature change","November","2007","°C","-1.941"
"Temperature change","Bulgaria","Temperature change","November","2008","°C","0.89"
"Temperature change","Bulgaria","Temperature change","November","2009","°C","1.683"
"Temperature change","Bulgaria","Temperature change","November","2010","°C","4.634"
"Temperature change","Bulgaria","Temperature change","November","2011","°C","-2.687"
"Temperature change","Bulgaria","Temperature change","November","2012","°C","2.056"
"Temperature change","Bulgaria","Temperature change","November","2013","°C","2.195"
"Temperature change","Bulgaria","Temperature change","December","2000","°C","1.908"
"Temperature change","Bulgaria","Temperature change","December","2001","°C","-5.04"
"Temperature change","Bulgaria","Temperature change","December","2002","°C","-2.237"
"Temperature change","Bulgaria","Temperature change","December","2003","°C","-0.303"
"Temperature change","Bulgaria","Temperature change","December","2004","°C","1.417"
"Temperature change","Bulgaria","Temperature change","December","2005","°C","0.914"
"Temperature change","Bulgaria","Temperature change","December","2006","°C","0.909"
"Temperature change","Bulgaria","Temperature change","December","2007","°C","-1.31"
"Temperature change","Bulgaria","Temperature change","December","2008","°C","1.527"
"Temperature change","Bulgaria","Temperature change","December","2009","°C","1.609"
"Temperature change","Bulgaria","Temperature change","December","2010","°C","0.533"
"Temperature change","Bulgaria","Temperature change","December","2011","°C","1.285"
"Temperature change","Bulgaria","Temperature change","December","2012","°C","-1.214"
"Temperature change","Bulgaria","Temperature change","December","2013","°C","-0.607"
"Temperature change","Croatia","Temperature change","January","2000","°C","-1.153"
"Temperature change","Croatia","Temperature change","January","2001","°C","3.176"
"Temperature change","Croatia","Temperature change","January","2002","°C","0.361"
"Temperature change","Croatia","Temperature change","January","2003","°C","0.415"
"Temperature change","Croatia","Temperature change","January","2004","°C","-0.399"
"Temperature change","Croatia","Temperature change","January","2005","°C","0.58"
"Temperature change","Croatia","Temperature change","January","2006","°C","-1.041"
"Temperature change","Croatia","Temperature change","January","2007","°C","4.988"
"Temperature change","Croatia","Temperature change","January","2008","°C","2.934"
"Temperature change","Croatia","Temperature change","January","2009","°C","0.191"
"Temperature change","Croatia","Temperature change","January","2010","°C","-0.194"
"Temperature change","Croatia","Temperature change","January","2011","°C","1.421"
"Temperature change","Croatia","Temperature change","January","2012","°C","1.156"
"Temperature change","Croatia","Temperature change","January","2013","°C","2.142"
"Temperature change","Croatia","Temperature change","February","2000","°C","1.647"
"Temperature change","Croatia","Temperature change","February","2001","°C","2.004"
"Temperature change","Croatia","Temperature change","February","2002","°C","3.868"
"Temperature change","Croatia","Temperature change","February","2003","°C","-3.566"
"Temperature change","Croatia","Temperature change","February","2004","°C","0.739"
"Temperature change","Croatia","Temperature change","February","2005","°C","-3.016"
"Temperature change","Croatia","Temperature change","February","2006","°C","-0.486"
"Temperature change","Croatia","Temperature change","February","2007","°C","3.926"
"Temperature change","Croatia","Temperature change","February","2008","°C","2.452"
"Temperature change","Croatia","Temperature change","February","2009","°C","0.163"
"Temperature change","Croatia","Temperature change","February","2010","°C","0.312"
"Temperature change","Croatia","Temperature change","February","2011","°C","0.329"
"Temperature change","Croatia","Temperature change","February","2012","°C","-3.953"
"Temperature change","Croatia","Temperature change","February","2013","°C","0.098"
"Temperature change","Croatia","Temperature change","March","2000","°C","1.126"
"Temperature change","Croatia","Temperature change","March","2001","°C","4.044"
"Temperature change","Croatia","Temperature change","March","2002","°C","3.126"
"Temperature change","Croatia","Temperature change","March","2003","°C","0.924"
"Temperature change","Croatia","Temperature change","March","2004","°C","-0.033"
"Temperature change","Croatia","Temperature change","March","2005","°C","-0.692"
"Temperature change","Croatia","Temperature change","March","2006","°C","-0.714"
"Temperature change","Croatia","Temperature change","March","2007","°C","2.694"
"Temperature change","Croatia","Temperature change","March","2008","°C","1.385"
"Temperature change","Croatia","Temperature change","March","2009","°C","0.944"
"Temperature change","Croatia","Temperature change","March","2010","°C","0.701"
"Temperature change","Croatia","Temperature change","March","2011","°C","0.952"
"Temperature change","Croatia","Temperature change","March","2012","°C","3.297"
